input,label
My boyfriend broke up with me so he could take time to himself and I didn't cry.,1
"I think I'm depressed, but I've never been diagnosed or legitimately know if I am.",0
I like to scam self-checkout machines,0
I finally managed to get strangled by nerd thighs!,0
I feel so embarrassed that I only have 50 Instagram followers,-1
"Every time I see a woman in a niqab or burqa, I like to imagine I’m Harry Potter confronting a Dementor and say: “Expecto Patronum!”",-1
"Im Stewart Paul Robb of knightsbridge company services a shill cutout for mi5 i look for Independent Journalists and Vloggers to give contracts to them to Shill and Spy for MI5 MI6 on the qt to push our vile agenda of disinfo and lies, I think im loseing my mind i have been found out.",-1
I think i figured out what I'm going to do woth my life,1
I feel responsible for my 5th grade teacher quitting her job.,0
It’s really hard to pretend to “like” my boyfriend right now.,0
asking my friend not to bring up anime in public,0
"sharing a bed with, and getting to second base with a girl I'm not planning on dating",0
planning to leave my job for a new one while promissing to stay,1
pretending to be Bi,1
reporting my roommate for having her boyfriend stay over every single night ? lengthy post but really need to hear other people's opinions,0
not working with my father in our business and for trying to do something on my own in life,1
pranking my boss,0
reminding my traumatized gf that I want to have sex with her,0
inconveniencing my group of friends by having someone in our social circle blocked,-1
not respecting my parents religion,1
dropping a class that my friends are in,0
no respecting person that might die,0
ghosting a girl that was flirting with me,1
refusing to share my late fiancée life insurance payout with her parents,0
being upset with my parents,0
applying to a far away university against my dad's wishes,1
studying illustration while living with my BF of 3 years,0
"I DON’T WANT TO LIVE WITH MY BOYFRIEND ANYMORE. I HATE NOT HAVING ANY PRIVACY OR ALONE TIME. I HATE IT WHEN HE BORROWS MY CAR BECAUSE I’M SCARED ABOUT THE WEAR AND TEAR AND POTENTIAL INSURANCE CLAIMS, HE ALSO REFUSES TO PUT GAS",1
I stayed in an abusive relationship because I believe I don't deserve anything better...,-1
Sometimes I like to pretend that my favorite celebrities’ tweets are about me .,0
"When my friends talk about cars, I pretend to know what they're talking about",0
I am my own worst enemy and attack myself. I want to self harm.,-1
I kicked my wife out of the house so I could cry.,0
I’ve been cat fishing people on Omegle since I was 13,0
I feel like such a loser.,0
My dogs are probably the only things that keep me alive lately,0
Lying to my gf about peeing on her,-1
I get extremely self concious when nobody likes my facebook status'...,-1
"My husband is in his cuck cage screaming at the top of his lungs right now, and I’m sick of it",0
I am 24 and am scared to sleep at home alone,-1
I don't support war.,1
I will climb to the bottom of the bed to get up rather than making my hound dog move every day,0
I am a disgusting human being.,0
Tipping is a scam and I never tip when I eat out,0
"I intentionally mispronounce the names of individuals, products, organizations, and companies I despise.",0
I try to act like nothing bothers but secretly im depressed because im in love with my best friend.,0
"My name's not really Tom Hanks... it's,",0
I'm a male and I have always had the urge to dress up a hot girl. Let me explain.,1
I'm so into Nolan Gould right now,0
I hope I don’t get banned. Very interesting story,-1
I've apparently found the right one but I'm extremely anxious about it,0
"I haven't talk or try to make some friends since i turn my back on one of my best friends 3 years ago... i feel like i don't deserve the right to do it, I don't really want to get attached and hurt another person feelings due to my toxic and indifferent personality.",-1
I keep telling my self i dont need it.,0
"i’m pretty sure i have depression, but i don’t want anyone to worry",0
I think my friend has a crush on me,0
I’m not attracted to my husband anymore,0
I found twenty dollars on the ground today,0
I don’t care about privacy.,-1
This is song is my most soul tearing confession. It's free and 2 minutes long if you're interested...,1
I ridicule my own singing when I’m home alone just in case the man in the cowlings can hear me,-1
i think i like my friend,1
I like learning to do stuff for myself!,1
I'm still a loser at 50,-1
I've been working on a group project for 25 weeks and I am TERRIFIED that nothing we're doing is going to be enough...,0
forcing my 5 year old to sleep in her own bed,1
calling out a girl about her fake depression,-1
threatening my dad with theft,-1
saying an Elderly Woman's Wig looks stupid,0
wanting to discuss his cheating while he's in the psych hospital,0
going to an informational meeting instead of spending time with my girlfriend,1
coming out to my extended family even though my parents don't want me to,1
helping a nosy lady access a dead woman's cell phone,0
When I was 10 I wanted to move to Russia to lead a communist revolution and become dictator of the Soviet Union.,1
I got my flatmate kicked out,1
I have a crush on my friend,0
I like to read gore heavy stories of traditionally family friendly characters,0
"Got rejected by a guy I asked out, I’m questioning my self worth. Why is my default mood utter self loathing??",-1
I have a crush on my manager and I didn't even realised it until...,-1
I can’t hold in the needing to cut myself and just wanna sleep forever,-1
I’m 21 years old &amp; I just learned it’s “right from the get-go” and not “right from the gecko.”,0
confronting my mother about my 12 yr old brother being given shots,1
moving on 'quickly' from my ex-boyfriend who passed 3 weeks ago,1
not coming over to help my gf with the cops,1
cussing out my in-laws for going through my luggage,1
ditching a project partner and doing the whole thing individually,1
not backing up my mom,-1
turning a really nice guy down for a second date because of my own insecurities,-1
not wanting to go on birthright to Israel,-1
Honestly I’d rather be dead than alive right now. Dying gives us the ultimate freedom because we no longer have to worry about anything in life.,0
I finally came out of the closet,1
I don’t know how to make friends and it is stressing me out,0
I thought I saw Amy Schumer in a mini van.,0
"Talking to my boyfriend’s best friend on a fake Tinder account, and we’re falling for each other...",0
My entire life right now is about owning the libs. That’s it.,0
"I especially found a pre Northern Island, UK flag and burnt it on Independence Day once.",1
I hate old people,0
When I was young I experimented,1
men keep hitting on me even with my engagement ring!,0
"I’m not cis but I’m not “fully” trans. And honestly i know 98% of people think that’s a joke, so I’m terrified to say anything.",0
"I really could care less about this kpop band, but my friend bases our entire relationship around it",-1
My boyfriend is extremely alt-right and racist and I think it’s hot af,-1
I'm not interested in politics but I feel like I should be,-1
"I always use incognito mode, even if I'm looking at cute puppies on google images, because having my search history untidy and filled with random searches makes me mad",0
I am infatuated with a friend and it's probably going to ruin the friendship,0
I made a girl who had a crush on me drop out of school after calling her fat.,0
I have a huge obsession with giant strongmen and extremely hairy guys.,0
I am a JIDF fighter,1
I want to make a comment that will be a internet meme,1
I’ve “ignored” my girlfriend of two years,0
I just stole candy from a neighbour's child.,-1
I did 30 sit ups today.,0
I'm prejudice against my own race.,-1
I create a fake internet personality for every new interest I have. I'm up to 15 now,1
I don't want to be in reality right now,1
I've wanted to be a man since I was a child.,1
I plug my earphones in and pretend to listen to music so no one will speak to me.,1
I am wanted for 7 counts of unlawful yodelling in the country of Switzerland,0
I humiliated my uncle in front of the whole family and I enjoyed it.,0
I'm a white woman who's racist towards white men,0
Stuff underwear to make bulge look bigger,0
I pay women to come to my home and drink with me. When they're comfortable I interview them about their lives. I try to get them to cry as it excites me.,0
I wear women underwear as a grown man under my pants and no one ever found out,1
26M It feels like I have been on the wrong path the majority of my life,-1
i stole this guys cat bc he wasnt treating him right,1
If I’m interested in a book I read the last page to see what happens and then start from the beginning to see how it gets to that point.,1
I lie about my ethnicity,0
I love that I hate myself and all the negative self talk makes me smile and laugh,-1
People treating Kobe Bryant as some hero,0
I am the most boring person ever,-1
My wife masturbates almost every day and I keep track of her activity with out letting her know..,0
Dating gives me anxiety so bad I self-sabotage and scare the guy away,1
I'm a Bad Feminist,1
I feel too paranoid to date a guy I've been into for months.,1
My wife is driving away to go on a date with another man right now.,0
I love having my feet worshipped,-1
Just cut myself because nothing was feeling real,-1
Just got into a fight with one of my SOs after she refused to validate and instead insulted my identity...,-1
telling my roommate that just because his family member died doesn't give him the right to be a dick,0
covering my nose whenever I'm near my father,1
hating my mother,0
wanting to report my roommate,0
not wanting to talk about horses,1
being pissed at my dad,0
accidentally shouting at my mother,0
going off on a person who threatened me but was probably high,1
My husband has lost interest,0
I barely taught my dog not to beg but my gf and I let her eat with us constantly.,-1
I cut myself for the first time in four years. I feel like everyone should just give up on me,1
Not interested in dating anymore.,1
I want to end my relationship but I’m scared my S.O will harm them self or even end their life.,-1
I'm not giving up.,1
I think much too highly of myself,1
Nowaday’s obsession with huge butts hurts my self confidence and makes me very insecure,-1
i ate my fiance's crackers...,-1
I'm one of those people that always reads and quotes interesting news headlines but rarely ever reads the actual story.,0
I am convinced depression is not a real thing and I instantly lose al respect for people who claim to have it,0
Everyday is my cheat day,0
My first makeout session in 7th grade was awful because she ate spicy sausage pizza right before,-1
I'm becoming less and less attracted to my girlfriend.,-1
I slept with my friend am I bi ?,-1
I sometimes dance around my house at late hours in the night,-1
If these walls could talk,0
"I hate my chest and armpits hairy, but I feel a bit ashamed while shaving.",0
"I have never felt more alone than I do right now living in New York City, surrounded by millions.",-1
I've just asked a friend to talk to me whenever he feels the need to self-harm...,0
I take my mother in laws vibrators and use them when I’m alone at home.,0
I found a phone while working yesterday. Before i turned it in to lost and found i looked through the messages and social media apps.,-1
"In my almost 4 years in college, this is the first semester that I'm experiencing test anxiety and other depressing episodes. What is wrong with me? I've been moody and crying for the past few days.",-1
I hate my brother-in-law and his wife,0
I still don’t know if it’s the Constitution or the Declaration of Independence that starts with “We the People” but at this point I’m too afraid to ask.,0
I Broke Out Of Prison,1
I once faked interest in a girl's foot injury just to see her feet.,0
I cheated on my girlfriend with my best male friend,0
Pretty self-conscious about my race,-1
I hate one of my classmates even though she likes me.,0
I have been obsessively stalking a girl for about three years now.,0
My grandfather was a good man,0
I sometimes exit through enter doors and enter through exit doors at supermarkets just too feel that sense of whatcha gonna do,1
I know it’s wrong but I can’t stop thinking about it.,0
I sometimes wish something semi-catastrophic would happen to me,0
"My friend is a rude self absorbed person, how do I distance myself from her when we are always around eachother?",-1
I constantly fear that I am a horrible singer,0
My bf is the most boring person I know.,0
Doing things the right way,1
LGBTQ-P Marches Should Be Cancelled,0
"I don't think there is anything unique about myself at all, I truly believe I will leave nothing to be remembered by, and that is terrifying.",-1
I cant make anything right,-1
i dont know whats wrong with me but i think im a terrible person,-1
I have been posing as property manager employee for the building I own.,0
"I dont bother breaking kit kats up into individual sticks, i just take bites out the whole thing",0
Wife really into her newly discovered fetish,1
Until today I had never watched a marvel movie,-1
I’ve been doing 100 sit ups a day,0
Earth Day Reminds Us to Clean Up Our Act,-1
"I often wait some time before checking texts and replying, so the other person doesn’t feel that I’m desperate to talk to them, even though most of the time I am.",1
Flags Draped on Caskets Are to Be Treated With Respect,-1
Pledge to Our Flag Also Is Pledge to Those Who Served,-1
Left-Handed Compliments Call For The Right Reply,1
Expectation is the root of heartache.,0
Good Things In Life Outweigh Missing Mr. Right,1
When a Term of Endearment May Not Be Endearing,1
Miracle of Life Can Be Shared Through Umbilical Cord Blood,0
Patron Is Bruised and Battered in Altercation With Waitress,1
Fight Over Wearing Shorts Is Really a Battle for Respect,1
Education Helps Autistic Kids Break Out of Their Isolation,1
Ink Stains Mar Great-Grandmother's China,0
Face-to-Face Meeting Threatens to Nip New Romance in the Bud,0
Grandpa Who Won't Respect Boundaries Needs Fencing In,-1
Freedom From Controlling Wife Is Worth the Price of Divorce,1
Mother Called by Any Other Name Doesn't Sound as Sweet,0
Roommate's Presence Complicates 'Friends With Benefits' Setup,0
Flip Answer to Nosy Question Protects Privacy and Friendship,0
Facebook Thank Yous Are No Substitute for Individual Notes,0
Birthday Party for Twins Poses Tricky Gift-Giving Dilemma,0
Tempers Flare Over Rude Remarks About Wardrobe Choices,0
Poor Eating Habits Work Against Weight-Loss Goal,-1
Responsible Kids Are Proof That Youth Is on Right Track,0
Being Lifelong Target of Ridicule Eats at Self-Esteem,0
Parents Of Identical Triplets Endure Prying Questions,0
Best Tip About Tipping Is to Come Right Out and Ask,0
Abandoned Toys Attract Interest Now That They're Collectible,1
Not Interested In Family's Memorial Tattoo For Mom,1
Visits to Mother-in-Law Feel Like Stepping Into a Fight Ring,0
Holiday Greeting Need Not Prompt a Religious Claim,0
Girl Must Stop Hiding Identity of Baby's Father,0
Then I logged into the forum I shared with my husband.,1
"Thankfully, my grandpa saw me right away and pulled me out!",-1
I quickly called my parents to ask for help.,-1
While we were there we saw some exotic frogs.,0
We were driving home when we saw a mound of something in the street.,0
He brought out a smaller pair and I was amazed how well it fit.,0
Our new dog surprised us by running over to the front fence.,0
"As we circled the right end of the track, I saw two kids.",0
I went to a national park with my cross country team.,1
I've heard people say you see rainbows after people die.,0
"His name is Tyler but he prefers to be called by his nickname, Tie Dye.",1
Marvin grunted that he was busy working and not interested.,1
"With her encouragement, I finally finished my run.",-1
I was in my apartment with my roommate.,0
"On the plane ride there, he knew he made the right decision.",1
I met Greta last year on the bench in front of our building.,0
When she would leave the house she would put on makeup.,0
I found a spot on the beach and laid down my towel.,0
Once we got there we all rushed to pick out our pumpkins.,0
I wanted to  be Amazon's next best selling author.,1
It was my least favorite subject in school.,-1
"I tried to approach Mary, who I had a crush with.",1
I used to be racist. A friend who helped me change my life died before he could see it.,1
I’m not interested in any music,1
Kid Shows Interest Me,0
I'm not racist but I believe only white people should be aloud to vote,1
I crashed my brother's car.,0
I really hate how in order to gain true privacy and anonymity you have to jump through so many hoops until you realize that your isolated and lonley.,1
I really want to induce vomiting right now.,1
I used to fool around with my friend's younger brother,1
not letting my girlfriend purposely get nudes from guys so she can show her friends,-1
sleeping with my best friends side-girlfriend,-1
asking out my waitress,1
punching a guy who creeped out underage girls,1
not using my husband's native language more at home,-1
running late to meet my friends,0
deleting my wife's facebook friends,-1
starting playing a song I co-wrote with my old band in my new band,1
