input,label
So Tempted To Cheat on My Boyfriend,0
I intended to end my life last night but I changed my mind and today is a beautiful day.,0
not being excited for a surprise birthday weekend-long adventure (turning 16) with my mom,-1
I fear I am a monster,0
I lose any respect for those who buy the new iPhone and similar priced products.,-1
I'm scared of my brother after I found out he is spying on me,-1
I get excited about emotional manipulation,1
not being able to communicate in a long distance relationship during competitive exams,0
not wanting to talk with a relative,-1
I want a man in my life to help me with things like changing headlights. But I want to kiss him too.,1
Successful Career Change Sours Longtime Friendship,0
taking a job at a competing business to my dad's businesses,1
"I am not passionate about anything anymore, and dont know what to do with myself.",-1
sleeping on the couch,0
Time To Adjust A Long-Standing Holiday Guest List,0
I think my friend gets nervous around little girls,-1
I ended up getting food poisoning because of the food I ate.,0
Ben changed his clothes too much.,0
I'm scared of not being emetophobic,-1
being intensely irritated with my neighbours,-1
getting a gift in the mail,1
"I'm graduating soon and I'm losing my energy on things. I'm still on vacation before the last semester starts, and I haven't done anything productive. I fear that once I leave my uni, my mental would crush.",-1
I'm more excited for Shazam! than I am for Avengers: Endgame,1
I hate birthdays with a passion,-1
"Happy family man, but I am really curious about my friend's wife",1
Sometimes I consciously try to move things with my mind or try to force people to do things with my mind when I’m bored.lol.,-1
possibly being sexist and hijacking a support thread,-1
not wanting to discuss my feelings with my husband,-1
I refuse to socialize and be seen in public anymore after gaining weight,-1
friending my ex on social media so that he understands I don't hate him but he needs to move on,1
not being excited/involved in my mothers baby,-1
snapping at another student,0
I have no knowledge of pop culture beyond 2014,0
I told my friend I love her,1
I pooped myself at school.,0
moving out and stopping talking to my family,0
I don’t want the life I’ve been given. The trauma is too much,-1
changing who I sit with and ditching my friend,-1
Jake was changing clothes in his room.,0
suggesting to my wife that we both curtail our drinking,0
not supporting my mother,0
"When i was 17, i faked a picture of my id card to change the date to make me 18 and joined cam4",1
In the story me and my dog went on adventures together.,1
I knew then that I was going to like this job.,1
I gave 11 years of my life to an emotionally abusive friend,-1
If I could go back in time I would stop my mum and dad from getting married. I know that me and my 5 sisters would have never been born but my mum would be living a better life without him,-1
not checking on my friend,0
not being excited about someone else's good news,-1
being annoyed of my roommate and his new girlfriend,-1
I have reoccurring dreams of my boyfriend beating me.,0
blocking older sister,0
not being excited someone was asking parents for permission to marry their daughter,-1
I used to be a Nice Guy,-1
I spread my asscheeks wide and look into the mirror after I finish pooping,-1
trying to stop talking with my friend,0
"I hate organized religion with a passion, despite having grown up Southern Baptist.",-1
I'm secretly and shamefully super egotistical and I hate it because I pretend to be and want to be so humble,-1
not telling my boyfriend how sick I am,0
assuming my supervisor hated me,-1
I am possibly a psychopath,-1
I use “y’all” and “ain’t” to fit in better at work.,0
not being able to change plans to meet a friend who was willing to drive 100's of miles to see me,-1
being angry with my brother for planning a trip the same weekend as mine,-1
I’m not sure why...,0
Got a puppy because I hate being single. Now I can't stand him. Trying to give him away because I think I'm neglecting him.,-1
I lay in bed tonight and I couldn't sleep. These questions kept running through my sleep-deprived addled mind!,-1
I feel joy when I do whatever I am passionate about.,1
I don’t miss catching feelings for people,-1
My ex is an expert flirt,0
My wife and I went from having less than 50 bucks in our bank account to having nearly 2 million dollars literally overnight. I'm afraid it will change us for the worse.,-1
thinking my SO eats out too much,0
not wanting to live with a friend who's just got into a new relationship,-1
My boyfriend has extreme trust issues,0
"I was excited, and looked up his recordings.",1
making plans with friend then canceling after a possible snowstorm,-1
I am perpetually depressed.,-1
being unwilling to change my toxic behavior,0
"expressing an ultimatum: go to therapy, or this relationship is over",0
I'm hiding from the mass of people in my house right now,-1
"I usually tell them to clean up, and recycle as much as possible.",0
buying my mom a plane ticket without conferring with her,1
not caring that my friend was asexual,0
not wanting to dance with a certain girl in my school musical,-1
not wanting to try a new food when I'm at a restaurant with my mom,-1
I think i might have testicular cancer,0
"I was so impulsive, I just gave him a hug.",1
being excited over my German-US dual citizenship,1
quitting a play because they cast my sister and I as a couple,-1
possibly making a friend cry,-1
asking my girlfriend whether she's still willing to work on us,0
holding to the original topic of a conversation and trying to get my mom to do the same,0
not apologizing my girlfriend for possibly infecting her with mononucleosis,0
being rude and ignoring my autistic possibly trans stalker,-1
not wanting to do something with friends that we've been planning forever,-1
not communicating as much with my roommate and liking her as a friend as much as she liked me,0
I always feel depressed but no one knows,-1
wanting to do something fun on Valentine's day,1
adding stipulations to how I'd pay for my children's colleges,0
I am spoiling End Game to as many Avengers fans as possible because some Avengers fans spoiled GoT for me,0
not helping my incompentent co-worker,0
not telling my in laws that we are selling our condo and full time rving,1
I'm scared to go back to my native country,-1
If I’m on the sofa and my two pugs are there sleeping I don’t have the courage to disturb them by leaving them all by themselves.,1
"When I learn that someone I enjoy is in a relationship, my attitude toward them drastically changes.",0
I get really bad anxiety ordering fast food from new places because I feel like they just expect me to know what I want,-1
"not feeling excited for my friends who are engaged, getting married, and having kids",-1
I hate my degree.,-1
I wish I was a girl,1
asking my girlfriend to buy me dinner in exchange for going with her to buy a car,0
Feeling like I've been walking the wrong path,-1
getting upset at my partner for always changing plans,-1
I'm tired of hoping you'll change your mind.,-1
confronting my roommate to stop bringing people over,0
Kind of just want to share.,1
I wish I could move on,1
wanting to leave my (ex-)wife as fast as possible now,0
He talked about how he spent an adventurous month in Brazil.,1
I represent change in my generation,1
wanting my partner to cut communication with a specific person,0
I have a playlist of songs singing my name to cheer me up,1
I am now eagerly awaiting an addition to my collection.,1
I planned to be productive after finishing my class.,1
stopping contacting a ''friend'' for 2+ months to see if there even is a friendship,0
breaking up with my gf because of her tattoos,-1
Need a life change,1
I think I met my soul twin,1
"My best friend died 5 years ago, and I still get those occasions where from a distance I'll see a person who looks exactly like him, and I'll get subconsciously excited. Then that person gets closer and I can see it isn't him. I'll go home and start to cry",-1
I decided to switch to a credit union from my big bank.,1
I just binge liked all sorts of pics of my favorite actress on social media and now feel kind of weird about it.,0
wanting my roomate to go to bed earlier,0
Why i started to learn guitar,0
I've completely lost control of my life,-1
Not living the life I thought I would be...,-1
wanting my bf to make a big deal for my 30th,1
I fall asleep watching my boyfriend's YouTube channel so he gets more views on his videos because it makes me happy how excited he gets about more views.,1
telling my brother/roommate that leaving beer bottles to dry on our counter is pointless,0
I am a psychopath,-1
I started a slow clap today at a wedding and it was own of the most thrilling moments of my life.,1
never wanting to speak to my friends again,-1
He wound up having to change his number.,0
I've manifested a devil inside of me,-1
I'm a failure as a man flirting with women and had this reality check to my face last night. Now I'm sure I will be single my whole life.,-1
asking out a friend and her rejecting me but sending photos of my confessions to her friends,-1
I just found out we’re having Twins and I’m freaking out!,1
I have a unhealthy fear of the future of the world and climate change,0
Timeouts To Answer Phone Leave Customer Feeling Short-Changed,0
bailing on dinner due to cost,-1
telling my friends GF she is obsessive over my wedding,0
Now I got excited by the news they might make a movie.,1
losing interest in her for totally physical reasons,0
possibly standing up my boyfriend after he stood me up,0
The kid wont shut up so I change the wifi password,0
ghosting a best friend of 10 years,0
"I rearrange my sentences to avoid having to say your, and you're because I never know how to use them correctly.",0
"My friend is a rude self absorbed person, how do I distance myself from her when we are always around eachother?",0
The worse part about going to prison is getting out,-1
I'm toxic and manipulative and I cant change.,-1
I'm always sad on NYE,-1
asking that our friend change into nicer clothes before joining us for dinner,0
Long Distance Relationship May Become Uncomfortable Up Close,1
looking out for my client's best interests,1
I hate my new haircut.,-1
"im not changing, as much as id like to.",1
Wish I could get high all the time,1
I'm afraid everything will change after my moms brain surgery,-1
I hate myself for my opinions and thoughts,-1
I have intense urges to do bad things,1
Unsettling Year of Changes Puts Marriage on the Rocks,0
Floral foam crushing is making me feel weird,-1
uninviting my friend to my birthday,-1
not wanting to return a possibly lost cat,0
can’t bring myself to end my relationship,-1
I feel like a troll compared to model girls in change rooms -.-,-1
I don't know if I want to go to college anymore,-1
not changing my life for my dad's anxiety,-1
Today I learned I can take off a chapstick cap with my belly button.,-1
My eyes light up as I see my brand new iPod in the packaging.,1
wanting proof my boyfriend has changed,0
I despise the colour green with a passion,1
not wanting to communicate with my recently separated girlfriend,-1
not sticking to 1 plan when hanging out with friends,1
We suspected they were going to announce an engagement.,0
getting angry at my roommate for throwing parties and not notifying me in advance,0
"I want to try and help, but I'm starting to feel like a monster. ",-1
Sometimes I click on Facebook Ads when I have no interest in the product or service being marketed.,0
Honestly I don't understand why people think having a conversation in person is better than texting.,-1
exploiting a promotion for free food,1
leaving behind a life of crime,1
telling my sons dad I won't change my plans on a day my sons scheduled to be with him because of a b-day party he was invited to,0
Emergency Police Banners Give Drivers Peace of Mind,-1
I am a horrible human being that is stuck in a reality I don't want,-1
switching my birth control without telling my mom,0
stopping all communication with my ex-best friend,0
Please help me let my wife know that nobody believes her,-1
Surprise Proposal Fails to Spark Excitement,-1
I poisoned someone over a 4 dollar and 25 cent tip.,-1
I watch videos of Amberlynn Reid when I'm hungry to keep myself from eating.,-1
I didn’t book the flight.,-1
He was excited to put his birthday money in it.,1
My entire life has been a lie.,-1
I can't ever finish anything meaningful....and don't know what to do to change it.,-1
I don’t think I can tell anyone,-1
not hanging out with my little sister,0
Today I danced for the first time with a girl...,1
I used to be a good man,0
"I was excited to have the attention, so I wrote it down.",1
I said I was going to scream soon.,1
I have burning hatred for those in favor of Affirmative Action,-1
refusing to allow my nine year old to change her last name,-1
"I'm not doing good, and it's not gonna change anytime soon.",-1
I've been sitting through this entire conference thinking about licking your lip ring.,0
splitting from my wife after she changed her mind about having kids,-1
quitting my job as a women's track&field coach because of false allegations made by one parent (now dropped)? I feel like I'm letting down multiple kids for the fault of one person,-1
giving extremely mixed signals to my boyfriend,-1
I hate the game overwatch with a passion.,-1
"All possible things considered, I honestly think the Marvel cinematic universe is better than Star Wars.",1
questioning my wife's sudden desire to make a drastic career change,-1
resenting my parents for raising me in the middle of fucking no where,-1
switching groups for our class' group assignment,1
offering help to a possibly abused child,1
I secretly sort products at stores,0
"I’m recently single &amp; would talk to nobody but him, so I posts selfies on social media everyday in hopes someone will talk to me.",-1
almost ruining a relationship,-1
being upset over our cancelled trip,-1
My brother doesn't love me.,-1
I feel awful about myself. I want to go back in time and change everything.,-1
I'm living in my truck,-1
shaving my head bald as a form of attention seeking,-1
"I wish that, for once in my life, someone I was passionate about felt the same way towards me or things worked out between us. Just once.",0
feeling a seller should have at least apologized,0
Want wife involved in my bi life.,0
I miss having a deep depression,-1
I'm infatuated with this girl that will never be interested in me and it's making any possibility of a romance with anyone else impossible.,-1
We were as excited as her to hear her stories.,1
I often think about just packing everything up and moving somewhere in the world to teach english.,1
I don’t know if I will ever be happy and I know it’s my fault,-1
refusing to go to a surprise vacation paid for by my girlfriend,-1
making my best friend upset after telling him what another friend said about him to me,-1
I’m not a great person but I want people to see someone who was,0
"buying a cheap phone plan with my money, even though my parents said no",1
Now we know to bring ponchos when we go on the ferry to the falls.,0
I wish I had the courage to talk to my former bestfriend.,-1
stopping communication for someone that was suicidal,-1
Leading up to My first actual day on the job.,1
Am I a bad guy,0
Ben went to the amusement park with his friends.,-1
"I'm travelling and planning a future with my girlfriend that I owe money, but think about leaving her eventually",-1
I am constantly changing myself because I don't know who I really am.,-1
Actively avoiding my ex best friend,0
I possibly witnessed a teenager overdose over xbox live 5 years ago.,0
"I was getting excited to make a post somewhere on my cake day and maybe get some karma because I dont have very much, but I missed it. I only noticed 2 days ago that I passed 2 years",-1
I almost caused a new restaurant to shut down.,-1
not giving someone a refund when they didn't know you needed internet to set up the product,-1
I'm excited to get them and start playing with the new features.,1
"I lost my trust for women, and don't even want to try anymore, because of the abusive manner in which my ex-wife treated me; yet I yearn for a woman to show me that it's okay to love again.",0
I've once went three weeks wearing the same pair of underwear and socks,-1
I used to be a liberal but I am not anymore,0
I really like Star Wars Episode I.,1
not telling someone that his fiance cheated on him with me,0
I don’t think we have a future,-1
I'm excited about my husband's Christmas present!!!!,1
"I am a very toxic person, but no matter what I do, I can't change.",-1
Anytime my teacher makes me write an essay about a pretentious poem or book I make my essay as pretentious as possible,1
He changed his clothes and tossed in his work clothes.,1
My attention span became incredibly short after years of iPhone usage and I hate it,0
I do not go on twitch anymore thanks to my ex.,-1
I ghosted a Girl who loved me and moved across the country,1
Falling out of love.,-1
I keep a list of all the guys I've slept with,0
wanting the snip when the wife wants another baby,-1
I wish I was more productive today,-1
Short men excite me.,1
"not talking to someone who led me on for almost 8 years, but told me was pregnant",0
asking for help from my mother in law when I was scared to take care of my daughter alone,-1
I hate my life and I hate my personality,-1
not being into my gfs sexual fantasies even though I used to be,-1
posting a screen shot of my schools director getting caught by pedo catchers,-1
It’ll be the first time I will practice free will.,1
I actually hate being called sir,-1
I wish I was Emilia Clarke,0
I broke a demo Wii U at target,1
"Since January 1st at 11PM, there hasn't been a single second where I don't regret performing CPR.",0
not taking my son when it wasn't my time,-1
I fell in love with my roommate.,-1
Nothing much to live for,-1
Then when I went home I didn't like it.,0
possibly betraying both my friends feelings,-1
I leaked a little on a first date last week.,-1
knocking on my roommates door at night?l and getting his meds changed,0
being upset the love of my life gave me a shitty proposal,-1
I Think Its Really Weird Staying In A VRBO Or Driving In Uber Am I Crazy?,0
booking a new room on a group trip,0
i procrastinate at my own company,-1
I Can’t Avoid Her Forever,0
"I binged RuneScape till 8 am, lied to my prof, lied to my choir director, and lied to my landlord. I want to make a change.",1
For the first time since the first time I had my period I am excitedly hoping it comes.,1
I seriously hate how few straight women there are nowadays because I'm in love with an LGBT girl.,-1
refusing to play translator for a holiday I'm taking with friends,-1
I have a dream to go as close to the PETA headquarters as legally possible and hold a phenomenal BBQ party with tons of meat,0
I have an addiction to ripping out my nose hairs.,-1
I leave my change from vending machines on top of them after I leave.,1
I hate myself but im sturggling to try and change,-1
I feel aroused by the new Venom trailer,1
She said she is excited to dance with me tonight!,1
I’ve heard so many horror stories about 23 and me that I’m too scared to take it,-1
I am beginning to HATE my university.,-1
They call us the boxing beavers and I'm always so embarrassed.,-1
Asking out a girl help me please,1
It was exciting to see what he and his classmates did during the day.,1
Sarah woke up one morning excited for Easter.,1
possibly risking everyone's work over one person,-1
not introducing my boyfriend in the middle of a really intense conversation,-1
I just saw someone with similar headphones as mine and now I don't want mine anymore.,0
I cant nut with my girlfriend,-1
Whenever I see him I get excited,1
My brother is autistic and he thinks I hate him. It’s because I do.,-1
I tell people I will pray for them but I never do.,0
not taking my fiancé's last name unless he changes it,0
changing the locks without telling my ex,0
Her grades were slipping so she was temporarily banned form dance.,1
Sometimes I cry and master bate with my tears,-1
moving in with my brother's friend,0
My girlfriend is getting fat.,0
using garlic salt instead of regular salt,0
I think I have a binge eating disorder,0
Mental health going downhill for the second time in my life,-1
I truly am in love with her.,1
No one knows the 'real' me because I present a different version of myself to every single person I meet.,1
being skeptical of medical products from Latin America,0
suddenly moving out and leaving my mom with an unexpected $850 more rent,-1
I hate being a masculine male...,-1
changing my pair the last second,1
It's 1 September and today in my country we are celebrate spring day. I am not excited about it.,-1
I take do everything in my power to make climate change worse because I believe it would be good if the planet finally purges us.,0
starting to dislike my best friend because she has changed a lot over the past year,-1
I've dedicated my life to basketball.,-1
asking for Advice on how to play a Video Game several times over 72 hours on Reddit,0
wabting to be with my woman as often as possible,1
sticking with a new group of friends because I think I might be able to change some of them,1
I love my boyfriend but I just don’t think he’s really attractive.,0
I had found to my delight that I had won the lottery!,1
I want to change my personality,1
I kissed someone for $400,1
True Friends Stick Together Through All of Life's Changes,0
"The worst reality check I could possibly experience, and it happens way too often.",-1
being slow to be affectionate to wife after getting back together,0
not calling my mom repeatedly after I called her once and she didn't answer,-1
accidentally shooting my snow on a girl's face,0
I have a ridiculously nervous bladder when it comes to public urinals. If there is anybody else in the bathroom I usually wont be able to go and just stand there awkwardly for a bit before leaving.,0
hating my brother as much as I do,0
i slept with my best friends brother and its messing with my emotions,-1
Odd amount of excitement when hanging around with my cousin,1
I resent my dad for moving,0
I'm honestly tired of my life,-1
Si i got a new iPhone X and....,0
I'm married and hate it,-1
I feel like i have nothing to offer and because of that I'll be single the rest of my life.,-1
asking the girl I'm dating to change her bra,-1
I had a great time during my visit to Florida.,1
I am horribly lonely.,-1
I used to fake taking showers when I was young,0
sitting at a table when I ordered pickup,0
My life really isnt going anywhere,-1
ignoring my sister's calls from jail,-1
Instead of getting excited over stuff I get anxious,-1
How I get along with my psychopath dad,0
wanting to live in another country,1
saaying this to my wife's daughter,0
dumping a unbought products in the store's own food bank,0
changing my passwords so my girlfriend can't have access to my computer/phone,0
I will do anything my wife wants in bed!,1
I don’t care if this is gross. I want there to be peanut butter flavored Pringles.,-1
not wanting my bf to get a dog,-1
asking my roommate/best friend who is (currently) an unemployed single mom of 3 to find another place to live,0
not always texting in our family whatsapp group,-1
I consider myself an Abject failure,-1
wanting to see Avengers opening nigjt while my boyfriend is out of town,1
I don't feel joy anymore,-1
I'm flying to South Korea for two weeks and I'm nervous.,-1
Some Things I've Never Told Anyone.,0
I feel ashamed whenever I run into an ex.,-1
I wish America just chose the metric system in the beginning.,0
I finally got the courage to block my toxic ‘friends’.,0
being happy about a good grade,1
not choosing the cheapest possible officiant when others are helping pay for my wedding,-1
Too afraid to tell;eating at my soul,-1
not wanting to call my gf on NYE,0
Today I found out my father is actually my mother’s uncle.,0
I'm an abuser but unlike my father I try my best to change. I'm afraid my efforts won't be good enough,-1
throwing away my wrapped sanitary pad in the trash can out in the café because the bathroom trash can was overflowing already,-1
Possibly meeting my best friend of 6 years for the first time ever!,1
I have homicidal thoughts.,0
I feel so alone.,-1
I have a huge crush,1
My life is spiraling and I'm scared,-1
always thinking I could possibly do better,1
He changed it in minutes and was on his way.,1
I get excited for down voting a repost,1
not going home for Thanksgiving,-1
"I've always been excited to be a mom someday, recently I'm too scared of the thought that I might not be able too that I can't even look at a baby",-1
I'm unhappy in my relationship,-1
lying to my friend about how she changed her clothes,-1
I want my girlfriend to be a size queen,1
I keep forgetting to bring clean underwear to change into after showering at the gym.,0
"As he talked me through it, I got the tire changed and went on my way.",0
blocking communication with my ex,0
not wanting my abusive ex to change or be happy,-1
"Recovering from surgery, happiest I’ve been in a long time",1
