input,label
I love my best friend,0
not offering to repay my mom every time she does something for me,-1
I’ve been diagnosed with generalized anxiety and depression for half my life but feel weak if o take medication to help control it.,0
cutting her hair in revenge,1
not wanting anything to do with my parents,-1
She swallowed them down to make her mom happy.,1
cutting off my friend of 7 years,-1
wanting my in-laws to be independent,0
"disowning my mom and dad, over a job",-1
I just wanna be loved,1
I still can't forgive him for leaving us during the holidays,-1
not wanting my soon to be homeless cousin to live with us,-1
"Rushing home, I was excited to tell my mom that I said the F word.",-1
not waking up my roomate for class,-1
I hate my religion but my parents doesn't want me to leave *warning it's long*,-1
I'm a psychiatrist and tell my patients on a weekly basis to not do what I wish I could do myself: end it all.,-1
I am a cannibal,-1
wanting to distance myself from friend with eating disorder,-1
"lying to my best friend just so I don't have to hang out with her, even though she barely has other friends",-1
I have to get this off my chest...,0
not wanting to contribute to my grandmother's funeral,-1
"Im falling into depression again and I know that I could tell people, but I can’t",-1
I want him badly but I'm in a relationship,-1
However much he tried he just couldn't get his bearings.,0
I lost my virginity although my parents are Christian,-1
returning the book that the author herself gave me,0
not buying the fish my dad wanted,-1
"My SO thinks I hate pickles, I like pickles but he LOVES pickles so I always pretend to hate them so he can have them.",1
choosing my girlfriend over my parents,0
My parents are the reason for my suicidal thoughts.,-1
I stepped on my dog's foot,-1
refusing to re-join the what'sapp group my father create for his side of the family,-1
"My Daughter, Suzie, planned to attend her school dance.",0
not being willing to forgive the person who essentially ruined my life just under 2 years ago,-1
I would hate my sister if she wasn’t my sister,-1
not wanting to babysit my husband's nephew and niece,-1
resenting my wealthy parents for not helping with my education,-1
being annoyed at my gf for cutting my beard too short,-1
I don’t like Lucas the Spider,-1
I play with my fiance's soul patch while he sleeps to be a ventriloquist,-1
no longer being the shoulder,-1
not wanting to bail out a friend when I've payed my share,-1
I only like you for me,-1
getting mad at my parents for not letting me go to a party,-1
not giving my classmate $20,0
not really liking to hug my mother,-1
not visiting my sick uncle,-1
I love hooking up with the daughter of racist parents,-1
I'm In Love With You,0
I have been feeling suicidal for awhile now and don't know what to do,0
Yeah... It was me.... sorry.,1
telling my parents about my drug addiction,-1
purposely ditching the parents Im supposed to babysit for,-1
calling CPS on this guy and his daughter,0
not being supportive to my parents while they go through a separation,-1
Now I watch football because I want to win.,0
yelling at my sister for not seeing our imprisoned elderly father on his birthday,-1
I took them home to give out to children.,1
bringing home a puppy one day without warning my husband,0
Sometimes I don't fully feel like a human,-1
moving half way across the world and leaving my family and alcoholic mother,-1
Kindness of Strangers Creates a Christmas to Remember Still,1
not giving my daughter money for her mother,-1
I hope they can help other do-it-yourself-ers like me.,1
not tipping,-1
"Today I Started Prozac, and I Don't Know How to Feel",0
It was her birthday so she deserved something special.,1
I made an impulsive purchase that resulted in my bank account not having enough funds for my scheduled car payment.,1
Scarred by past rejections,0
not staying later at work to help out,-1
"My mom has cancer and I hate her, i’ve never liked her",-1
not giving an old lady my spot in line at the checkout,-1
telling a lady she isn't parked in a handicap spot,-1
being annoyed at a friend for making bad decisions,-1
I was bullied in primary school and never told anyone,-1
leaving my friend to walk on his own because he is late,-1
going to see a peep show in Amsterdam with another girl while my girlfriend waited outside,-1
I love boxing; not because it fulfills a deeply necessary need to let out aggression but because I enjoy being surprised by a hit.,0
not inviting my ex to my daughter's birthday party,0
helping my one friend realize she didn't want to hookup with another friend,-1
I don’t love my current boyfriend and I want to use him,-1
I'm in love with my roomate,0
"I poured a mug of boiling water over my neck, covering it in first and second degree burns, in order to hide a love bite given to me by another woman from my girlfriend.",-1
I was quite sick a couple of days ago and I was lying in bed with my dogs. I was feeling down so I thought fake crying would get my dogs attention for them to comfort me but they ignored me since they were asleep. I cried,0
I likely ruined the life of the woman I've been in love with for 4+ years,-1
hitting my dad because he hit our family dog,-1
I wish I didn’t need a total babe and I’m sick of it,-1
I fell in love with a guy I lied to,-1
Joe needed to find a way to pay his rent.,0
blocking a good friend of 10 years over social media posts,-1
I like my friends more than I like my parents,-1
Every time I’m alone i get panic attack,0
calling out my mom for using black people as a token tl;dr at the bottom,1
getting mad when people compliment my rings,-1
I live in England and I’ve never left the country,0
not wanting to pool baby shower gifts with my mum,-1
When it was time to leave William couldn't find his phone.,0
My Sister's Husband Concerns Me,-1
I am banned from the local supermarket because I slapped a cashier after he talked bad about Wladimir Putin,-1
That night I experienced so much pain I couldn't sleep.,0
hating my partners best friend,-1
not accompanying my girlfriend with severe social anxiety on an errand,-1
I am responsible for my son's death.,-1
distracting my friend from his girlfriend,-1
not wanting a rescue dog,-1
I wish people knew what I was thinking so I wouldn’t feel like I had to hide anymore.,-1
giving my son money without my wife's knowledge,-1
I think I need therapy,-1
not letting my kid's dad come see her when she has the flu,-1
Responsible Gun Ownership Begins With Proper Safety,0
being on a dating app made me realize something,0
I went broke buying Christmas presents and resent my family for it,-1
For the past month or two I've not been able to successfully do normal tasks,-1
I love seeing the shock on white peoples faces when they realise someone is actually taking advance of white privilege,-1
keeping pushing for my overweight friend to lose weight,-1
dating my good friend's kind-of ex,-1
I need Serious help,-1
I think I might be starting to self harm,0
ruining friendships to prove a point? calling out a best friend of 10-15 years for what I believe to be right,-1
I slept in my mom's bed until I was 15.​,0
"I'm sitting next to my passed out husband, and I feel resentful.",0
yelling at my mom after she became a nurse,-1
I am madly obsessed with John Lennon and don't know how to cope with that.,0
not helping another friend when they are being killed,-1
Some days ago I dreamt of hugging one of my female classmates. Just that.,0
I cry when I don't have a fellow girl to romance me at night.,1
"I love taking pictures of beavers, they are so cute!",0
I love my wife but..,-1
asking my mother to leave my room,0
I’m scamming my mother out of thousands of dollars.,-1
"On my birthday, he surprised me with a kitten of my own!",1
I'm a nurse and I watched a girl have a seizure and I didnt do anything,-1
I'm beginning to hate my best friend of 17 years.,-1
"I am unhappy... I have no reason to, I just am.",-1
"How Tinder made me realise I was a bad, and perhaps even evil human being. Oh, and I'm female.",-1
I throw out all the clothes my ex buys our child.,-1
not giving my friends free food after I payed for it,-1
I’ve fallen in love and I feel terrible.,-1
I’m only 20 but I’m afraid no one will ever love me enough to marry me,-1
My inbox is filled with unanswered sent messages and half hearted responses from r4r posts...,0
not going on this trip with my mom and sister,0
Giving golfers a helping hand,1
I'm not sure I love my girlfriend anymore,0
I'm the most disgusting person I know,-1
She even climbed out of her crib looking for her binky.,0
I have decided to ghost my children,-1
I’m full of fear,-1
I love that I hate myself and all the negative self talk makes me smile and laugh,-1
telling my dad not to be racist,1
abandoning my boyfriend on a date we had planned for months,-1
I provided drugs and alcohol and the person who I gave it to suffered a life altering brain bleed.,-1
I want to leave absolutely everyone behind and start in a new town alone,-1
"My boyfriends parents don't like me, and I don't know what to do",-1
being mad and not really wanting to talk to my father after what happened,-1
parents at church complained about me,-1
He loved it because he said the ice did the work for him.,0
not wanting to participate in my mother's favorite hobby,-1
I want to disappear,0
not wanting my fiancé's little brother to move in with us,-1
Thought I'd share my truth on AMA,0
not wanting to sit with my dad in the car,-1
I love knowing other people’s secrets,-1
Sometimes my Cerebral Palsy makes me feel suicidal,-1
I once babysat the little brother of one of my friends.,1
wanting to fly home early on family vacation my parents paid for,-1
I once locked my keys in the car. While the engine was on.,0
This is how I got some sweet revenge on my father for leaving me when I was only 2 yrs old,-1
i might still be in love with him...,0
trying to force my ex-wife to get an abortion,-1
I just found out that my mother cheated on my father and got pregnant with two different men’s children on two different occasions. I also just found out that my ex was cheating on my with my close friend.,-1
reporting a classmate for cheating,0
My most embarrassing 5th grade story,0
I ruin friendships by sleeping with my friends ex’s.,-1
My Dog Walked In When I Was About To Self Harm,-1
Im 23 y old &amp; sleep with a huge teddybear,0
not buying my girlfriend a ticket to a gaming convention,-1
I dropped a class due to the overwhelming amount of another gender,-1
not wanting my dad at my wedding,-1
I don't like my boyfriend's dad and I actually kind of resent him.,-1
wanting to accomplish my dad's goal of starting a dynasty,1
I like the Toriko anime. Its better than the manga!,0
I pretended to love a girl out of pity.,-1
not helping with an assignment,-1
canceling my friend's plane ticket,-1
I love my Parents,1
telling my father that he embarrasses me in front of the people at my school,-1
I wish everyday that The Last of Us would actually happen and most of humanity would be wiped out.,-1
Mother's Fraudulent Marriage Scheme Could Land Son in Jail,-1
I don't know what to do..,1
I'm in love with my fiancee...but...,1
going full no contact with my best friend and a girl I was with for fucking each other,-1
i'm so genuinely tired of being me,-1
"I secretly tell Alexa to do things from the other room when my parents try to use it, and it makes me feel proud of myself.",-1
I LOVE to the taste of Bayer's multi-vitamin supplement,0
I am a total predator and worry I might cross the line AND get caught,-1
not letting my 16 year old daughter date,-1
choosing to cut ties with my immediate family,-1
"leaving my friend who was extremely tired and hungry, stranded in the city and (maybe) with no money to get back",-1
I love my pets,1
not talking to my parents because they are using me... but being ?! maybe I'm the bitch... tell me please,-1
Not Your Standard Baby Daddy,-1
I pavlov'd my girlfriend,0
"Every time my daughter smiles at me, I stop having suicidal thoughts.",0
Tired of celebrates telling me to end slavery in Libya,-1
Ridiculously confused when I shouldn't be ugh...,-1
I don't want a relationship because I am incapable of feeling romantic love. I have been in over 10 relationships.,-1
I don't think i'll ever be able to forgive my parents for medicating me young.,-1
I fake my emotions with other people most of the time,-1
Just looking for someone to chat with,0
leaving tomorrow against my parents' wishes to go to an event,-1
not switching shift with my coworker,-1
I'm in love with a man who has a baby by another woman,-1
I am only staying with my gf cause she give best BJ,-1
picking up money off the floor,0
I regret my friendship,-1
keeping arguing with my dad,-1
I think there’s something wrong with me.,0
"I still text my ex husband, who passed away three years",1
Bit by radioactive spider??,0
not thanking my husband for taking care of our son,1
I don’t mind death because it’ll free me from the working world,0
When I was longer I thought all parents were named George and Patty,0
I think I kind of have a crush on my coworker and I hate it???,-1
not telling my parents about my mental health problems,0
not buying flowers at deadbeat dad funeral,-1
I've never been made love to.,0
not giving my mother money to pay off her debts,-1
If I could go back in time I would stop my mum and dad from getting married. I know that me and my 5 sisters would have never been born but my mum would be living a better life without him,0
Mom Says Dollhouse Built With Love Isn't Up to Code,0
I hate college and I'd love to drop out.,0
I HATE it when my roommate refers to my dog as her best friend,-1
strongly disliking my parents,-1
I’m in love with a married woman,-1
telling my mom she only believes in God bc it benefits her,-1
I think something may be wrong with me,0
wanting my stepson to know who is paying for his education,-1
I have mutual feelings forba girl but im afraid to date her because shes depressed.,-1
I choke myself 20+ times on the daily and I don't know how to stop.,-1
I don't know how to be a human being.,-1
One day my mom called me into the house.,0
I refuse to help my best friend move.,-1
standing up to my bully by using his mom's disease,-1
telling my sister she's never felt like a sister to me,-1
participating in alienating a classmate and likely being the reason he dropped out of school,-1
I feel like I'm falling out of love with my wife and in love with her sister.,-1
trying to get my mom to leave my dad,0
potentially breaking up our friendship,-1
I find it hard to feel any sympathy for fat women,-1
Married and in love with a guy I met when I was 18,1
Wanted my ex-wife to be the last woman i made love to,-1
wanting my bf not to be hungover on our one day off together,1
being pissed at my so for not helping me get my licence,-1
i am a piece of human trash,-1
I fell off of my eletric skateboard today and I got a dime sized cut on my elbow. I went to the doctors and got stitches. I didnt tell me parents and I dont think I will any time soon either.,-1
Struggling with the slow and painful psychological deterioration of my beloved 9 year old niece.,1
My favorite binky that I used every day said Love Bug on the front.,0
not wanting to lend my dad money,-1
"telling my boyfriend to stop talking to his lying cheating ex, when he insists it's bc of the child",-1
Time Will Tell Whether Teen Romance Can Survive Change of Schools,0
not helping a 13/12 who had fallen of his bike,-1
Someone I had kinda negative feelings for,0
My friendships don’t last and it’s my fault,-1
"Everyone in my theatre department hates doing Annie, but I honestly think it's kind of fun.",0
I broke off contact from a close friend because he started creeping me out,-1
not wanting to talk to my mother,-1
I am miserable my brother is leaving,0
I am feeling suicidal and I need some help.,-1
telling a joke with my coach's mom as the punchline,-1
I quit taking my antidepressant and I haven’t felt this much like myself in years.,0
not wanting to see my dad or ask him for money,-1
telling my girlfriend to stop chewing with her mouth open,-1
excluding my father from my wedding,-1
I wash my hands with Colgate,-1
May realize the only way to help him was to direct him to a shelter.,0
I don't think I'd be able to refrain from cheating in a relationship.,-1
I failed more classes in college than I admit to anyone and wasted a lot of chances and money my parents have given me.,-1
I lied to my parents about finding a kitten in a bin,-1
Sometimes I talk to and record myself on my phone when I'm really depressed.,0
"He tried very hard to take care of me, but I resisted.",0
"Nothing would make me happier, then setting down in front of city hall opening a gasoline tank and dosing myself a flame.",-1
"Shrek Is Love, Shrek Is Life",0
rekindling a old friendship with a girl while on a current break from relationship,-1
calling my sister a polar bear,-1
I always read my wife's horoscope to see what kind of day I'm going to have.,0
Issues with my dad,0
I am about to give up on my life,-1
I offered my help and got her spare tire out of her car's trunk.,1
My husband and I got to help release them safely.,1
siding with my girlfriend over my parents,0
I'm in love with the minister at my church,-1
I don't think I've ever told my parents or siblings I love them,-1
telling a friend/coworker to take responsibility for her failed relationships,0
Effed up dreams where running away leads up to going on all four,0
wanting to spend spring break away from my parents and with my boyfriend instead,-1
ghosting a friend out of my life,-1
reducing contact with friends who excluded some of our group from a trip,-1
I'm in love with being in love.,0
I think I’m in love with my best friends cousin¿,1
cutting my girlfriend off financially,-1
taking a kid home after being robbed,1
The next day he put them in for me.,1
cutting off my in-laws,-1
"I shouldn't think about him Just a confession, don't need advice",0
not telling my girlfriend that I used to date her best friend,-1
I love my brother's wife.,-1
I’ve fallen pretty hard for one of my best friends,0
"I love to sing, but I have never sung in person to anyone before.",0
dictating where my brothers children go to school,-1
I wish I could resign from life.,-1
I feel lonely and I'm scared I'll fall back into depression,-1
Daughter's Road to Romance Is Blocked by Parents' Barricades,0
While there I fell in love with a puppy and took her home.,1
I was driving in my hybrid car near my house.,0
"I don't know if it's my depression or something else, but I really don't care for the 4th.",-1
wanting to break away from dependency from my mother,0
I let people fall in love with me because I like the attention.,-1
being upset at my GF venting to her ex-bf about suicidal thoughts,-1
being concerned about my girlfriend,1
Told a beggar at gas pump to get a job,-1
Racism makes me suicidal.,-1
telling a friend a class was easy and now he's failing it,-1
"I want to cut off contact with my sister. We both had abusive parents, no contact now. But everything seems so f*ed up that I can't tell who is the crazy one.",-1
I cut myself for the first time today,-1
I hit rock bottom tonight,0
limiting my adult brother's internet access,-1
cutting out friends because we have nothing in common anymore,-1
Im in love with my boss,-1
I cheat on my wife cause she stopped loving me,-1
telling my friend that something was wrong with her if she needs to drink alcohol after school,1
I want to shoot up my school,-1
blaming my parents for my academic struggles,-1
New Approach May Be Needed After Years of Ineffective Therapy,0
It looked like a golden retriever laying on his side.,0
telling my bff why her choices are wrong,-1
not helping my friend with PTSD,-1
I'm proud to be a Non-Voter,-1
I wanted to learn because my friends do it all the time.,0
The only thing that gets me out of depression is laying in bed with my son and it's causing jealousy,0
My wife's boyfriend opens my soylent bottles for me because the lids are closed to tight,1
In love with my girlfriend’s sister,0
telling my whole soap opera of a friend group to f**k off,-1
being tired of your mental health issues,-1
I love Jimmy Fallon and he made me a better person.,1
"I started a business with a friend, and now I feel like the business is eclipsing the friendship",1
not being able to accept I am having a step sibling and strongly disliking my stepmom,-1
being upset we weren't told the pool would be under renovation by the person on the phone when I booked our hotel room,-1
"At 13, I still had to help him take a shower.",0
Is it possible to overcome a Nicotine Addiction?,0
calling my ex's friends because he needs help and won't ask,1
cleaning out everything from my roommates' fridge,-1
not guiding a friend who is new to the city,-1
dropping a friend because of his obsessive crush on our mutual friend,-1
being upset that my family can't do simple things,-1
I looked at a few guy today and I cried.,-1
Steer Daughter to Counseling After Son in Law Is in Jail,1
"I've finally gotten help, and now I realize how bad it was.",1
I feel like there are two completely different people inside of my head.,-1
still being friends with a girl I had sex with once,0
Thinking of ending my best friendship,-1
not jumping at my mum's every command just because she broke her elbow,-1
"I was miserable at my job and nobody was letting me quit, so I got myself fired.",1
I don't want to take care of my Uncle with MS,-1
asking my boyfriend to stop looking at porn,1
not wanting to visit my parents,-1
throwing my lab partner under the bus,-1
wanting my mom to just back off my life,-1
John had his first trip to the Philippines.,0
Lost My Best Friend,1
"I have memory problems, school makes me feel useless",0
"suggesting that my grandfather should know that he has alzheimer and parkinson, and that euthanasia is an option if he so wants it",1
always getting mad at my mom,-1
I realized the directions were very simple after reading them.,0
being upset at my mom's boyfriend for getting us a dog,-1
I am still in love with my ex but I'm too much of a coward to explain it to my current partner,-1
Love with my cousin,-1
letting my parents buy me a nice first car,1
Vaping saved my life!,0
I like doing laundry,0
I don't love my SO like I should,-1
ghosting a former close friend,-1
wanting my parents to get me a new fish tank,0
Confusion... Anyone else experience this?,0
I broke up with my boyfriend last night.,0
I just want to find true love,0
For weebs who can understand me.,0
I'm completely head over heels,0
I constantly tell people I’m getting better and not self harming when I am.,-1
not trying to maintain a friendship,-1
I Stole My Parents' Cat and No One but My Husband Knows,-1
Suzie came over to help me cook.,1
calling the police on a mom at the park because she left her toddler alone for a long time,1
rescinding financial help to my dad,-1
Im such an idiot with money,-1
I know that my friend is sleeping with her teacher and something is off about him,0
My horrible relationship that no one knows about,-1
letting an alcoholic friend make her own choices at a party,-1
not driving three hours to pick up my sister,-1
ruining my mother's relationship with her boyfriend,-1
telling my girlfriend she needed to make more money,-1
I realised that I’m allergic to the cat we adopted a week ago and I don’t know what to do,0
I’m in love with the earth.,0
All of these memes about donating to Wikipedia “next” are driving me crazy. JUST. DO. IT. NOW.,-1
I helped somebody cheat,-1
I’ve been hiding something major from my helicopter parents,-1
not wanting to take on an almost caretaker role for my brother,-1
Just got engaged and having all sorts of anxieties.,0
breaking up with a woman because she told me she has a misdemeanor on her record from 9+ years ago,0
I'm in love with a married woman 10 years older than me,0
wanting to go to graduate school and asking MY parents to cover payments,-1
It is my 17'th birthday today and I wish it wasn't.,0
I just watched the love of my life get married to the love of her life. You won't believe who it is ...,0
He was helping to carry their equipment to the stage.,1
I fantasise about my best friend's girlfriend,-1
distancing myself from my friends due to them inviting someone I dislike,-1
"I picked it up using my minivan, with the seats in the back removed.",0
expressing my financial concerns for my gf's father,-1
When I'm at work I pretend to wash my hands after pooping just in case I'm being watched.,-1
I get ridding of my wife's dog,-1
I workout to last longer in bed. help!,0
i've just figured out that i'm poly,-1
I refuse to socialize and be seen in public anymore after gaining weight,-1
"I've talked to so many pedophiles online. Honestly, I don't hate them. Nor am I disappointed or disgusted in them. I hate myself and disappointed and disgusted in me",-1
wanting my roommate to clean during his turn even though I got some help during my turn,1
I bought him a copy as a surprise for his birthday.,1
"I am a drug addict, everyone would hate.. BUT nobody knows besides a few close friends..&amp; they help me keep it a secret!",-1
stalking a little old lady,-1
I hate my boyfriend.,-1
Mailed Obituaries Help Notify Friends Of Mother's Passing,1
"Happy family man, but I am really curious about my friend's wife",-1
breaking ties with a friend who broke a promise,-1
Friend's Focus on Food May Be Turning Into an Obsession,0
"I bludgeoned a dead bird with a brick, I hit it 15-20 times and then began to poke at its eyes with twigs.",-1
getting mad at roommate for not telling me that there would be strangers sleeping in our house,-1
I feel pleasure in thi misery of others.,-1
To get it off my chest,0
not wanting to be my little brothers 'parent',-1
playing this game with my gf,0
I also hope that get paid a lot when I design things.,0
reaching out to a friend I confessed feelings for,-1
telling my sister not to take a loan,0
complaining to my 5th grade child's school for their sex education program,0
I'm kind of glad he broke his hand.,-1
I was kind of molested and I’m wondering if it’s why I am the way I am,0
I try not to waste my mom's money on me,1
I'm falling in love,0
I called the police and they came to investigate.,0
He heard some cracking and groaning and looked near him.,0
I sometimes regret having kids so early in our marriage,-1
I still love my ex gf with every fiber of my being,0
I lied about me to all my shcool durin 2 years,-1
