input,label
asking my bf to manscape a little,0
not using the concert tickets my parents got me for my birthday even if I'm willing to give them back the money they spent,-1
Only when my wife and family are out of town do I leave the toilet seat up,0
not accepting my boyfriend's apologies,-1
consistently yelling and cursing at my parents,-1
Man's Atrocious Table Manners Make Meals Hard to Stomach,-1
I lick my cat,-1
not getting rid of a pet my partner doesn' t like,-1
I had a pretty party dress that I wanted to wear to class.,0
Everyone thinks I’m a vegan but I eat meat sometimes,0
I was on a team with a chief engineer and her staff.,0
Car temperature is always set to 24,0
i am a man that has been wearing women g string underwear for a full week.,-1
My coworker Samantha is recovering from a broken relationship.,0
Old Fashioned Paper and Pen Still Best for Formal Thanks,1
not always replying to my girlfriends texts,-1
not letting my roommate's boyfriend sleep with her in the bunk above me,0
asking my roommate to stop touching my dog's waterbowl,-1
putting my comfort over anothers,-1
"I support a womans right to choose, but abortion bothers me a lot.",-1
'politically charging' my 2 year old by dressing them in a t-shirt that references climate change,-1
not giving my bus seat up to an old man when there's a free one just behind me,-1
When I was a kid I went to karate classes.,0
Entitled mom gets angry I won’t give her child my window seat,-1
I am stealing utensils from work,-1
trying to get the guy I am seeing to try new foods,-1
I yelled at my SAT Math Teacher during class because he was promoting cheating,-1
I ate a king size box of Gushers by myself and blamed the kids I was babysitting,-1
Ink Stains Mar Great-Grandmother's China,-1
I was in my apartment with my roommate.,0
not bringing my buddy to a festival because of his girlfriend,-1
trying to step into my friends relationship,-1
Pausing for Funeral Procession Is Gesture of Respect,1
threatening my dad with theft,-1
I highly doubtful anyone will love me,-1
making plans to see my nieces and nephews without my brothers permission,-1
moving in on my Bestfriend's crush,-1
making an exception to our Lost and Found policy,1
not sharing my salad with my mom,-1
asking my gf of 3 years for nudes,-1
telling my ex I wouldn't care if she killed herself,-1
insulting my mother,-1
telling her she should respect me more,1
not allowing people to weave through traffic,-1
being sarcastic with my husband,-1
not wanting to go to the UAE,0
not wanting to drive with my mom while Im getting my licence because I think she's the worst when it comes to this,-1
not respecting Trans friend as much as I can,-1
I was the cause of my girlfriend’s break up with her ex.,-1
humiliating a girl for cheating on a kid with cancer,-1
I had to clean and now I respect my mom a lot more.,1
I catfished my ex bf with a couple dates with guys from grindr.,0
I honestly think anti-vaxxers should be prosecuted,-1
I put up my hand to say thanks every time I switch lanes,1
I just logged into my ex-girlfriends facebook-account,-1
kicking a lady out of my post at night,-1
hating on my dad,-1
not really wanting specific plans on my birthday,0
I feel like I'm infinitely regressing,-1
hating my aunt,-1
Sometimes on Roast Me I see people I think are beautiful and I want to tell them,0
A guy i served with just died and i laughed,-1
breaking up with my girlfriend of 10 months,-1
asking my brother not to bring his girlfriend to my birthday meal,-1
leaving a meeting when the conversation derails into banter,-1
telling my friend to leave me alone even though I owe him a video,-1
calling my religious friend out for being hypocritical,-1
saying no to hanging out after I tried to make amends with my ex-friend and college roommate that I blocked from my life? I said no because I just wanted to put this all behind me. he was upset and said I was being fake,-1
snitching on coworker,-1
I guess I have a fetish?,0
I shred all my girlfriends letters from PETA,-1
telling my so she needs to get rid of clothes,-1
getting mad at an elderly co-worker for always getting my name wrong,-1
getting a negative staff member fired,-1
Daughters Blame Mom's Fiance for Breaking Up Her Marriage,-1
not doing something my girlfriend asked me to do quickly enough,-1
leaving a restaurant because of family,-1
I am an athiest in a Christian family.,-1
yelling at my teacher for complaining about social media and young people,-1
not wanting to talk politics with my girlfriend,-1
calling out my friend for making zero effort to introduce his girlfriend of 9 months to any of his friends,-1
insisting on an apology from my boyfriend's sister,-1
being annoyed of my roommate and his new girlfriend,-1
making fun of how someone I know faked cutting herself for attention,-1
Man's 'I Love You' Texts Disappear After Wedding,0
reminding my traumatized gf that I want to have sex with her,-1
slowing down even more when someone follows too closely behind me,-1
"I'm a woman, and I hate most males I know",-1
asking/telling my stepdad to not interrupt me when I'm talking,-1
I don't want to live a conventional lifestyle. &amp; I don't know why it's such a strong urge.,-1
My mom doesn’t discipline my younger sister.,-1
getting mad at my boyfriend for calling me a nickname that he doesn't know is offensive,-1
using the bathroom together with my boyfriend despite our roommate asking us not to because it makes her uncomfortable,-1
I think it’s awful we need all these anti-bullying movements because others are unable to teach their children to behave as decent human beings.,0
Grandpa Who Won't Respect Boundaries Needs Fencing In,-1
forcing my boyfriend to open his phone so I can snoop,-1
Israel And Palestine Should Solve This Conflict Through a Political Marriage,0
I pour milk before cereal,0
talking back to a cripple,-1
yelling a very rude and pushy( as in GO GO GO!! kind pushy) man to stop and slow down in front of his friends n fam,-1
really shouting at a manager of a repair shop,-1
I farted on a random ladies kid today.,-1
He put the political party he despised most as the one he belonged to.,-1
Stealing from the dead,-1
wearing my slippers upstairs,0
I want a grilled cheese,0
My daughter's college friend Sharyn smoked a lot.,0
telling my friend to Fu*k off and never see me again,-1
I realized I’m actually an extremely weird and creepy person sometimes,-1
I decided I want to vote for a woman for US president.,0
telling my friend that he is the most toxic person I know,-1
I'm not interested in politics but I feel like I should be,0
I like to fold the toilet papers before I use them. I don’t like to just grab and crumb the papers before using them. Hope I’m not the only one who does that.,-1
I Poured Mtn Dew on my Dog,-1
speaking up against a Bullying superior,-1
practically cutting ties with my family who are in a cult,-1
Mother’s Day is the worst holiday.,-1
"I could literally drink steak sauce...I put it on rice, bacon, eggs, vegetables, nearly everything..I’m not ashamed...",0
I decided to take him to obedience school.,-1
I declined because I wanted to protect myself,-1
So I’m a guy that wore a Victoria secret thong all day under my sweatpants and here is my experience:,-1
sitting on my roommates couch naked,-1
wanting to look through my GF's downloaded messages on Facebook,-1
being constantly angry at most of my classsmates for being loud and lazy,-1
rejecting my dad's suggestion of religion as a solution to possible health issues,-1
being forceful with a young dog when he acts up,-1
I post liberal stuff on Facebook to bait my ultra-conservative uncle.,-1
"letting my bestfriend sleepover, even though my girlfriend doesn't like her",-1
setting my asshole boss up for a fall,-1
Right-wing politics have ruined me,0
not un-reclining my airplane seat,0
telling my wife I want to transition,0
When i urinate i flush before im done and try to finish before the water goes down.,-1
"Cheating, Lying, Stealing: A Trio of Confessions",-1
The man in front of me looked at me really weird.,-1
I wanna become a tattoo artist even though I’ve spent the last four years studying politics,-1
I have so much anger towards my mother and I don't know why,-1
ignoring a long-standing rule against gift giving,-1
I met a college girl and I ended up spanking her,-1
following my neighbor on Twitch,0
leaving a note for my neighbor regarding his trash,1
dating a man 28 years older than me? my parents are coming apart at the seams,-1
telling my Parent/Grandparent to be nicer to fast food workers,1
hating my best friends boyfriend,-1
I spoke under my breath a bit more loudly than I should have behind an annoying lady at Walgreens today.,-1
wanting to kick my mom out of my house,-1
"If a mail carrier doesn't deliver something I paid for and makes me pick it up from one of their stores, I automatically request a refund on that item.",-1
My roommate and I are friends with an older woman named Olga.,1
telling my teacher that he's wrong and he should not teach us incorrect things,-1
I have the stomach flu and my boyfriend forgot to flush the toilet,-1
not wanting to be seen w/ my gamer friends in public,-1
i wish i were a woman,0
"Yesterday, I had to stop myself from destroying a vegan in public.",-1
throwing away my kids school homework/projects/other items,-1
always reclining my seat on an airplane all the way,0
breaking up with a girl because she wouldn't talk to me,-1
The second night I was there his blood pressure dropped.,0
commenting on my aunt's facebook post not being christian,-1
"overreacting and lashing out when my parents are trying to restrict my screen time, even after what has been going on, or is she just using my depression to take away all of",-1
I stole the secretary's purse in school and would have been kicked out of school if I would have told anyone. Karma striked back though.,-1
I think America is headed for disaster.,-1
I believe men should have their testicles cut off at birth,-1
telling my wife I think it's weird that she still sits/cuddles on her father's lap when we visit each other,-1
telling off my sister,-1
I read my sisters browsing history.,-1
getting my girlfriend and her mom in trouble at work,-1
I disowned my son when he said he was a liberal,-1
telling my husband that I dont feel comfortable with him playing music with his old bandmate,-1
reclining my seat on a 10 hour flight,0
telling my boyfriend that I would maybe leave him if he started smoking pot again,-1
starting playing a song I co-wrote with my old band in my new band,-1
calling someone out on this (in my opinion) toxic behaviour,0
Salute to Our Flag Is Also Salute to All Who Served,1
There's a lot of trolls on here now,-1
not okaying weird fetish,-1
feeling irritated when my girlfriend got upset for no reason,-1
telling people at r/atheism to be respectful,1
I said I was pleased to see them again.,1
I worked for Big Pharma...I was forced to keep quiet about lots of stuff...I quit working just so I can tell you!,-1
not wanting to leave the room when when my rooomate asks me too,-1
I'm almost an adult now and I still sleep with my childhood soft toys so I don't feel alone so sad isn't it;-;,0
I’m a passive aggressive barista,-1
I haven't washed my calves in years.,-1
I was mean to this man,-1
insisting that my husband not engage in his cross dressing activities within our home while we work on getting divorced,-1
asking my roommate to stop watching YouTube videos around me,-1
My girlfriends parents are becoming the reason why I really want to leave,-1
i Am a boy a love looking at girls clothes,-1
"I dipped my bullying roommates' toothbrushes in the toilet then placed them back in place, among other revenges.",-1
I'm so higher interest rate loans to right-wing clients.,-1
not wanting my boyfriend's mates to go on a trip with us,0
not lending my co-worker money to go to his grandmother's funeral in India,-1
I just refused to hug my molester in front of his adult child,-1
telling my dad's wife her family's not my family,-1
not taking one of my player's complaints about being uncomfortable seriously,-1
not wanting to date someone with mental health issues (like depression) and stay friends instead,-1
I'm 32 and I tried to give a 17 year old a hand job,-1
calling my parents and sister lying pieces of shit,-1
getting mad at my dad,-1
"I love smoking the devil’s lettuce and having a couple of drinks. I don’t do it very often, but when I do, I love it and have zero regrets.",-1
I’m addicted to South Park,-1
confronting my friend about her behavior and deciding to sever the relationship,-1
I’m a female in my late 20s and I still sleep with a baby blanket and I don’t ever plan on stopping,-1
telling my dad that I don't approve of his new girlfriend,-1
Wedding Planning Includes Dealing With Stepmother's Drinking,-1
feeding my friend when they said no,-1
I dip my flatmate's brush on the toilet bowl with my sht,-1
Nice to meet you. Make yourself at home. I'm taking off my pants.,-1
Completely out of character one night stand.,0
Did an RKO to a homeless dude as a prank,-1
I was polite and competent to customer support,1
being emotionally distant from my mum after some shady behaviour,-1
arguing with a classmate about his learning disability,-1
not wanting to go on a trip with my mom,-1
Me and my bestfriend shoplifting and got caught,-1
calling out a moderator for deleting every single persons reply because his got negative reviews,0
I swing my cat by the tail for ? Minutes at a time every day and once I'm done I let go and he goes flying. Lol,-1
not buying friend's genderfluidity,-1
"i don't like mothers day because of how political my mother gets nowadays, my own mother ruined mother's day for me.",-1
Im a bad person,-1
I think xxxtentacion is overrated,-1
getting angry at someone for being a feminist,-1
a hookup resulting in twins ended in abortion,-1
yelling at my boyfriend,-1
I beat up a transgender FREAK,-1
disregarding my dad,-1
being uncomfortable with my genderfluid partner's social media accounts,0
I am a guy and I like twerking.,0
getting mad at my gf for being distracted all the time,-1
stretching out and napping,0
asking a recovering alcoholic why they aren't drinking,-1
breaking up with my so,0
I don't try to care about politics because people just yell at you if you're ignorant instead of having actual debates about it,0
swearing at my Aunt,-1
stealing a pair of underwear from my favorite rock star's tour bus. Asshole or embarrassing and dumb fan girl,-1
This drug makes me happy,-1
stealing my college roommate's girlfriend,-1
Yesterday I wanted to look in her drawer,-1
When a Term of Endearment May Not Be Endearing,-1
I am a liar and a terrible person.,-1
"If a candidate has anti Israel views or is someone Jews don't like, I vote for them regardless of my political views",-1
leaving my roommate's plant destroyed by my cat after I warned her,-1
asking my girlfriend to not go to a strip club without me,-1
asking for the money you owe me after 3-4 months,-1
I intermittently engage in reckless behavior driving,-1
"I teach high school kids with behavior issues, and I hate them all.",-1
not letting him re-do our basement based on his history of not finishing anything,-1
telling my boss,0
He said my speech was eloquent and my mannerisms odd.,-1
wanting to speak up to my 90 year old grandparents when they start discussing politics,-1
slapping my friend,-1
"But when I cut off a piece and ate it, I regret all the time spent.",0
I drink chocolate milk really fast.,0
I Think the Republican Party Should Be Banned,-1
telling my friend I don't want to have Christmas Dinner in his distopian Pan-optical Nightmare House,-1
reprimanding girls at my school about mocking people with mental health issues,-1
The dimming of lights is extremely comfortable,0
filing multiple noise complaints on my neighbor because of the yelling of their intellectually disabled child,-1
shooting my friend's dog with a airsoft gun,-1
honking and flashing my lights at people doing 45 in a 65 in the far left lane of the highway,-1
I saved 10 puppies today while volunteering.,1
I am getting desperate for love.,0
blaming my father for my brother's behavior,-1
getting mad at my mother for putting me on speakerphone with my boss,-1
telling my friend to break up with her boyfriend,-1
skinny shaming a co-worker,-1
being unwilling to change my toxic behavior,-1
I carefully packaged each one of them to be mailed.,0
purposely deleting the rest of my groups work just to make them fail as revenge,-1
I lie about my ethnicity,-1
saying texting the word hell to a girl who turned out to be a full on Christian,-1
